asset_id,category,event,source_path,runtime_path,source_bytes,runtime_bytes,source_sha256,runtime_sha256,ownership_status,commercial_use,attribution_required,license_name,license_url,source_url,creator,rights_basis
audio_sfx_firearm_model12_k_17p,SFX,BOSS_BASIC_ATTACK,data_source/audio_source/public_cc0/free_firearm_sfx/model12_K_17P.wav,res://assets/audio/sfx/public/firearm/model12_K_17P.wav,5910056,460844,df18e60e5742bc18373ff46e5c471ef71849b138120d165f26104b249679ace0,ba3ed1fb71601befae36c9525496df8fb9c32e03bee440fe1240bb1dce7f80bc,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/the-free-firearm-sound-library,Ben Jaszczak; Brian Nelson; Kevin Heras; Matthew Nanney,CC0_NO_RIGHTS_RESERVED_DECLARATION_ON_SOURCE_PAGE
audio_sfx_firearm_nova_o_21p,SFX,BOSS_BASIC_ATTACK,data_source/audio_source/public_cc0/free_firearm_sfx/nova_O_21P.wav,res://assets/audio/sfx/public/firearm/nova_O_21P.wav,3931936,460844,5661d0625e4634f19e6e316c13693b80c8e28cd9f716cf9c75c465153ae40815,991439af20c29153f32edf744bdd06b0f6939ab189afdd1f9307de8628eabf69,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/the-free-firearm-sound-library,Ben Jaszczak; Brian Nelson; Kevin Heras; Matthew Nanney,CC0_NO_RIGHTS_RESERVED_DECLARATION_ON_SOURCE_PAGE
audio_sfx_firearm_ppsh_burst_p_32p,SFX,,data_source/audio_source/public_cc0/free_firearm_sfx/ppsh_burst_P_32P.wav,res://assets/audio/sfx/public/firearm/ppsh_burst_P_32P.wav,5214642,537644,68fd99fc973b111d6d4c10aa907e142a21510dea693480ebd5d5ef5abac9fcdf,c67d97620b03ff422f983e56b712dc8d82c3ec69095ce44ce1fc76c1a29bdecc,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/the-free-firearm-sound-library,Ben Jaszczak; Brian Nelson; Kevin Heras; Matthew Nanney,CC0_NO_RIGHTS_RESERVED_DECLARATION_ON_SOURCE_PAGE
audio_sfx_firearm_savage300_t_27p,SFX,,data_source/audio_source/public_cc0/free_firearm_sfx/savage300_T_27P.wav,res://assets/audio/sfx/public/firearm/savage300_T_27P.wav,4153180,460844,92296c320f7854da29ff28d1687da21a110cb1242bb03e5e1e62f6a4e7f79f3b,878b61272bf19c99d4d72b5407da0b7344608871e1fc5a944157a4c2e7bea84d,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/the-free-firearm-sound-library,Ben Jaszczak; Brian Nelson; Kevin Heras; Matthew Nanney,CC0_NO_RIGHTS_RESERVED_DECLARATION_ON_SOURCE_PAGE
audio_sfx_firearm_sks_u_14p,SFX,ENEMY_BASIC_ATTACK,data_source/audio_source/public_cc0/free_firearm_sfx/sks_U_14P.wav,res://assets/audio/sfx/public/firearm/sks_U_14P.wav,12482484,460844,ad33d11af79d73ec8b7a527a8aed948a086a0d764cec5a54d2e86887351d6c96,99dcd768b0c76fbe6dfc4b807e48a35272d41d5efb3f235970ef14b14a845f6a,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/the-free-firearm-sound-library,Ben Jaszczak; Brian Nelson; Kevin Heras; Matthew Nanney,CC0_NO_RIGHTS_RESERVED_DECLARATION_ON_SOURCE_PAGE
audio_sfx_firearm_tikka_w_24p,SFX,ENEMY_BASIC_ATTACK,data_source/audio_source/public_cc0/free_firearm_sfx/tikka_W_24P.wav,res://assets/audio/sfx/public/firearm/tikka_W_24P.wav,5345648,460844,dceb44954c7308e86b15f5f52608643ca66adb977937794a860a6037de303bb4,f97cadbedbb7c50e442ab2e34c0ba445c27b1afe337da614559a90670da1d693,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/the-free-firearm-sound-library,Ben Jaszczak; Brian Nelson; Kevin Heras; Matthew Nanney,CC0_NO_RIGHTS_RESERVED_DECLARATION_ON_SOURCE_PAGE
audio_sfx_firearm_walther_ppq_x_31p,SFX,PLAYER_BASIC_ATTACK,data_source/audio_source/public_cc0/free_firearm_sfx/walther_ppq_X_31P.wav,res://assets/audio/sfx/public/firearm/walther_ppq_X_31P.wav,5461338,460844,b6439228ca46b37c00463265028094559ae5c9896c796b5d40ea4f33247f149c,503f9c8cf2ef2d279fa9fc9e5fc1abe5389b67d6e9ad565a2d19431ce71d120a,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/the-free-firearm-sound-library,Ben Jaszczak; Brian Nelson; Kevin Heras; Matthew Nanney,CC0_NO_RIGHTS_RESERVED_DECLARATION_ON_SOURCE_PAGE
audio_sfx_bang_bang_01,SFX,PLAYER_NORMAL_SKILL,data_source/audio_source/public_cc0/bang_firework/bang_01.ogg,res://assets/audio/sfx/public/bang/bang_01.ogg,37156,37156,5f4c32527a74b73c1ba9f5914bb7881f96068f29435be241c4de7c9020e3e638,5f4c32527a74b73c1ba9f5914bb7881f96068f29435be241c4de7c9020e3e638,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_bang_02,SFX,PLAYER_NORMAL_SKILL,data_source/audio_source/public_cc0/bang_firework/bang_02.ogg,res://assets/audio/sfx/public/bang/bang_02.ogg,36302,36302,0f0c960888e6ebcb1bc68fa77fa0e52a26b8693b7a420a95ed0d669c486bc4f5,0f0c960888e6ebcb1bc68fa77fa0e52a26b8693b7a420a95ed0d669c486bc4f5,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_bang_03,SFX,ENEMY_SKILL,data_source/audio_source/public_cc0/bang_firework/bang_03.ogg,res://assets/audio/sfx/public/bang/bang_03.ogg,25714,25714,b823f53557ca9702f57b3f9e997fc92d5b87da99d464309d14199aabf2d620c4,b823f53557ca9702f57b3f9e997fc92d5b87da99d464309d14199aabf2d620c4,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_bang_04,SFX,ENEMY_SKILL,data_source/audio_source/public_cc0/bang_firework/bang_04.ogg,res://assets/audio/sfx/public/bang/bang_04.ogg,43454,43454,fb3b76187c36e185a331d2250268132dbf2eb490a6c0414d69e3570c72b4f2e6,fb3b76187c36e185a331d2250268132dbf2eb490a6c0414d69e3570c72b4f2e6,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_bang_05,SFX,,data_source/audio_source/public_cc0/bang_firework/bang_05.ogg,res://assets/audio/sfx/public/bang/bang_05.ogg,45926,45926,6881ae4a9ca936916322162cbc13dfcf180a35b99e9b84048988161234bfa83c,6881ae4a9ca936916322162cbc13dfcf180a35b99e9b84048988161234bfa83c,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_bang_06,SFX,,data_source/audio_source/public_cc0/bang_firework/bang_06.ogg,res://assets/audio/sfx/public/bang/bang_06.ogg,22734,22734,1209d7d44cd333abe089bb0ed8ac684381abfde8e4baad20bd5a0005168fd9ea,1209d7d44cd333abe089bb0ed8ac684381abfde8e4baad20bd5a0005168fd9ea,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_bang_07,SFX,,data_source/audio_source/public_cc0/bang_firework/bang_07.ogg,res://assets/audio/sfx/public/bang/bang_07.ogg,26825,26825,a16c416e8715aa937d9009c7337a35a21d85bb087ba866e9eed89c1c7862b4f3,a16c416e8715aa937d9009c7337a35a21d85bb087ba866e9eed89c1c7862b4f3,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_bang_08,SFX,,data_source/audio_source/public_cc0/bang_firework/bang_08.ogg,res://assets/audio/sfx/public/bang/bang_08.ogg,19546,19546,aaaba1cdaeb9e5e61abf3ebdff09c967b5d451c42b45259e3b00f62575baafea,aaaba1cdaeb9e5e61abf3ebdff09c967b5d451c42b45259e3b00f62575baafea,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_bang_09,SFX,,data_source/audio_source/public_cc0/bang_firework/bang_09.ogg,res://assets/audio/sfx/public/bang/bang_09.ogg,19195,19195,ca0c121adbcbf3d0af366d03ace49a4e018e7157c7f35348c63918fa34afbc46,ca0c121adbcbf3d0af366d03ace49a4e018e7157c7f35348c63918fa34afbc46,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_bang_10,SFX,,data_source/audio_source/public_cc0/bang_firework/bang_10.ogg,res://assets/audio/sfx/public/bang/bang_10.ogg,37353,37353,c012d643e9cac159729a1026f6a8f70a6f84be7bdddc18fc8051243f814a17ec,c012d643e9cac159729a1026f6a8f70a6f84be7bdddc18fc8051243f814a17ec,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_cannon_01,SFX,PLAYER_ULTIMATE,data_source/audio_source/public_cc0/bang_firework/cannon_01.ogg,res://assets/audio/sfx/public/bang/cannon_01.ogg,54484,54484,e87ca0ee6b53da1f21cd9086cb75f456495871618fdfed63388bd2208a872596,e87ca0ee6b53da1f21cd9086cb75f456495871618fdfed63388bd2208a872596,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_cannon_02,SFX,PLAYER_ULTIMATE,data_source/audio_source/public_cc0/bang_firework/cannon_02.ogg,res://assets/audio/sfx/public/bang/cannon_02.ogg,69097,69097,716392af61b29dabe637c2616091207f390d25357aae3d4c625df5dfea7e961d,716392af61b29dabe637c2616091207f390d25357aae3d4c625df5dfea7e961d,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_cannon_03,SFX,BOSS_SKILL,data_source/audio_source/public_cc0/bang_firework/cannon_03.ogg,res://assets/audio/sfx/public/bang/cannon_03.ogg,38818,38818,c3690a013befc16be1432e6fe62422db71c7b606980ddfe62429e864c5caf1d2,c3690a013befc16be1432e6fe62422db71c7b606980ddfe62429e864c5caf1d2,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_cannon_04,SFX,BOSS_SKILL,data_source/audio_source/public_cc0/bang_firework/cannon_04.ogg,res://assets/audio/sfx/public/bang/cannon_04.ogg,39071,39071,58714ef1d8c73a52cd9358c783de4b961ee96259de112c6493a1028bc60410e8,58714ef1d8c73a52cd9358c783de4b961ee96259de112c6493a1028bc60410e8,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_cannon_05,SFX,BOSS_SKILL,data_source/audio_source/public_cc0/bang_firework/cannon_05.ogg,res://assets/audio/sfx/public/bang/cannon_05.ogg,40160,40160,d0ab7de664533fa115a65dcc877c443fe02e8e6cc96e8051c34fe9ec66474c7b,d0ab7de664533fa115a65dcc877c443fe02e8e6cc96e8051c34fe9ec66474c7b,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_fw_01,SFX,,data_source/audio_source/public_cc0/bang_firework/fw_01.ogg,res://assets/audio/sfx/public/bang/fw_01.ogg,49313,49313,1c8a6053433cd682a65665780ead9dfadc14c9442337e6d54469100bcb743694,1c8a6053433cd682a65665780ead9dfadc14c9442337e6d54469100bcb743694,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_fw_02,SFX,,data_source/audio_source/public_cc0/bang_firework/fw_02.ogg,res://assets/audio/sfx/public/bang/fw_02.ogg,55648,55648,3f0e772c7608937de3e0d39167e1c7037c047f1891bbcf7f7ab6af21fe87177c,3f0e772c7608937de3e0d39167e1c7037c047f1891bbcf7f7ab6af21fe87177c,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_fw_03,SFX,,data_source/audio_source/public_cc0/bang_firework/fw_03.ogg,res://assets/audio/sfx/public/bang/fw_03.ogg,51269,51269,2f2c7e9d44d61a5ddcdf7982383229e9b3fa6e0d37651c07030ab7d21baca49c,2f2c7e9d44d61a5ddcdf7982383229e9b3fa6e0d37651c07030ab7d21baca49c,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_fw_04,SFX,,data_source/audio_source/public_cc0/bang_firework/fw_04.ogg,res://assets/audio/sfx/public/bang/fw_04.ogg,74460,74460,48c5f564ebba962c3f54cd6bc6d4d958c47e9a795aabe8a91643afaa9fdf4c11,48c5f564ebba962c3f54cd6bc6d4d958c47e9a795aabe8a91643afaa9fdf4c11,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_fw_05,SFX,,data_source/audio_source/public_cc0/bang_firework/fw_05.ogg,res://assets/audio/sfx/public/bang/fw_05.ogg,32455,32455,d513015c404049f5332ea4c3b0d19a764e7c26639949c7d18894635b691f4787,d513015c404049f5332ea4c3b0d19a764e7c26639949c7d18894635b691f4787,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_fw_06,SFX,,data_source/audio_source/public_cc0/bang_firework/fw_06.ogg,res://assets/audio/sfx/public/bang/fw_06.ogg,39089,39089,3957eaa6bb83b63ee73de9a5d3a17df201dfddedf705eb29cd25a9548a8f02c2,3957eaa6bb83b63ee73de9a5d3a17df201dfddedf705eb29cd25a9548a8f02c2,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_fw_loop,SFX,,data_source/audio_source/public_cc0/bang_firework/fw_loop.ogg,res://assets/audio/sfx/public/bang/fw_loop.ogg,600425,600425,f584e533bbbf236efe49506ab1caaad9269375ce260ee773bbd8f1448c05ea34,f584e533bbbf236efe49506ab1caaad9269375ce260ee773bbd8f1448c05ea34,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_shot_01,SFX,,data_source/audio_source/public_cc0/bang_firework/shot_01.ogg,res://assets/audio/sfx/public/bang/shot_01.ogg,21380,21380,a846eefebbb08b6f6d31a7728318b8de349ea2971cea148d7afdb41d797fdcfc,a846eefebbb08b6f6d31a7728318b8de349ea2971cea148d7afdb41d797fdcfc,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_shot_02,SFX,,data_source/audio_source/public_cc0/bang_firework/shot_02.ogg,res://assets/audio/sfx/public/bang/shot_02.ogg,19919,19919,4b9b62ff7f430d9d257a07efc54be8192c2e01668fe5e2461f217b2f8fe33a77,4b9b62ff7f430d9d257a07efc54be8192c2e01668fe5e2461f217b2f8fe33a77,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_bang_shot_03,SFX,,data_source/audio_source/public_cc0/bang_firework/shot_03.ogg,res://assets/audio/sfx/public/bang/shot_03.ogg,17081,17081,f3cfbf0af36a717ff9c8f58640f181db7b73266e8263591014d453c4e77c6418,f3cfbf0af36a717ff9c8f58640f181db7b73266e8263591014d453c4e77c6418,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/25-cc0-bang-firework-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_hammer_02,SFX,,data_source/audio_source/public_cc0/wood_metal/hammer_02.ogg,res://assets/audio/sfx/public/impact/hammer_02.ogg,12076,12076,0e4a3eac2ffd7bd7f3d7dea84df761bd2ef1dbe754199d16f11aa8dd5a668781,0e4a3eac2ffd7bd7f3d7dea84df761bd2ef1dbe754199d16f11aa8dd5a668781,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_hammer_04,SFX,BOSS_HIT,data_source/audio_source/public_cc0/wood_metal/hammer_04.ogg,res://assets/audio/sfx/public/impact/hammer_04.ogg,12845,12845,7fd6d4ab5a7fe6e0993b99fe91010271548bd319a50237f16120a431040ae169,7fd6d4ab5a7fe6e0993b99fe91010271548bd319a50237f16120a431040ae169,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
audio_sfx_impact_metal_hit_01,SFX,ENEMY_HIT,data_source/audio_source/public_cc0/wood_metal/metal_hit_01.ogg,res://assets/audio/sfx/public/impact/metal_hit_01.ogg,12422,12422,f5fd185fce454947c1d91ce6757e219c4d7c6c139d4aa9d419cd7a79c7f6df3b,f5fd185fce454947c1d91ce6757e219c4d7c6c139d4aa9d419cd7a79c7f6df3b,CC0-1.0,True,False,Creative Commons CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://opengameart.org/content/100-cc0-metal-and-wood-sfx,rubberduck,CC0_LICENSE_DECLARED_ON_SOURCE_PAGE
